0.0	Book Cover
（賽 33:15-16）	行事公義、說話正直、 憎惡欺壓的財利、 擺手不受賄賂、 塞耳不聽流血的話， 閉眼不看邪惡事的，他必居高處； 他的保障是磐石的堅壘； 他的糧必不缺乏〔註：原文是賜給〕； 他的水必不斷絕。
（詩 104:27-28）	這都仰望你按時給牠食物。你給牠們，牠們便拾起來； 你張手，牠們飽得美食。
（太 6:33）	你們要先求他的國和他的義，這些東西都要加給你們了。
（路 12:32）	你們這小群，不要懼怕，因為你們的父樂意把國賜給你們。
（腓 4:19）	我的上帝必照他榮耀的豐富，在基督耶穌裏，使你們一切所需用的都充足。
4.22.{4}	Prayers for Provision
（太 6:11）	我們日用的飲食，今日賜給我們。
（箴 30:8-9）	求你使虛假和謊言遠離我； 使我也不貧窮也不富足； 賜給我需用的飲食，恐怕我飽足不認〔你〕，說： 耶和華是誰呢？ 又恐怕我貧窮就偷竊， 以致褻瀆我上帝的名。
4.22.{5}	Faith Affirmations
（提前 6:8）	只要有衣有食，就當知足。
（詩 16:5-6）	耶和華是我的產業， 是我杯中的分； 我所得的，你為我持守。用繩量給我的地界，坐落在佳美之處； 我的產業實在美好。
（詩 68:10）	你的會眾住在其中； 上帝啊，你的恩惠是為困苦人預備的。
（腓 4:19）	我的上帝必照他榮耀的豐富，在基督耶穌裏，使你們一切所需用的都充足。
（加 3:5）	那賜給你們〔聖〕靈，又在你們中間行異能的，是因你們行律法呢？是因你們聽信〔福音〕呢？
4.23.{3}	Promises to Give Needed Protection
（申 33:12）	論便雅憫說： 耶和華所親愛的必同耶和華安然居住； 耶和華終日遮蔽他，也住在他兩肩之中。
（伯 11:18-19）	你因有指望就必穩固， 也必〔四圍〕巡查，坦然安息。你躺臥，無人驚嚇， 且有許多人向你求恩。
（詩 3:5）	我躺下睡覺，我醒着， 耶和華都保佑我。
（詩 4:8）	我必安然躺下睡覺， 因為獨有你－耶和華使我安然居住。
（詩 9:9）	耶和華又要給受欺壓的人作高臺， 在患難的時候作高臺。
（詩 27:5）	因為我遭遇患難，他必暗暗地保守我； 在他亭子裏，把我藏在他帳幕的隱密處， 將我高舉在磐石上。
（詩 54:4）	上帝是幫助我的，是扶持我命的。
（詩 75:3）	地和其上的居民都消化了； 我曾立了地的柱子。（細拉）
（詩 91:14）	上帝〔說〕：因為他專心愛我，我就要搭救他； 因為他知道我的名，我要把他安置在高處。
（詩 91:9-11）	耶和華是我的避難所； 你已將至高者當你的居所，禍患必不臨到你， 災害也不挨近你的帳棚。因他要為你吩咐他的使者， 在你行的一切道路上保護你。
（詩 121:7-8）	耶和華要保護你，免受一切的災害； 他要保護你的性命。你出你入，耶和華要保護你， 從今時直到永遠。
（詩 125:2）	眾山怎樣圍繞耶路撒冷， 耶和華也照樣圍繞他的百姓， 從今時直到永遠。
（箴 18:10）	耶和華的名是堅固臺； 義人奔入便得安穩。
（賽 46:3-4）	雅各家，以色列家一切餘剩的要聽我言： 你們自從生下，就蒙〔我〕保抱， 自從出胎，便蒙〔我〕懷搋。直到你們年老，我仍這樣； 直到你們髮白，我仍懷搋。 我已造作，也必保抱； 我必懷抱，也必拯救。
4.23.{4}	Prayers for Protection
（詩 5:11）	凡投靠你的，願他們喜樂，時常歡呼， 因為你護庇他們； 又願那愛你名的人都靠你歡欣。
（詩 119:117）	求你扶持我，我便得救， 時常看重你的律例。
（約 17:15）	我不求你叫他們離開世界，只求你保守他們脫離那惡者〔註：或譯：脫離罪惡〕。
（詩 141:8）	主－耶和華啊，我的眼目仰望你； 我投靠你，求你不要將我撇得孤苦！
4.23.{5}	Faith Affirmations
（詩 59:9-10）	我的力量啊，我必仰望你， 因為上帝是我的高臺。我的上帝要以慈愛迎接我； 上帝要叫我看見我仇敵〔遭報〕。
（詩 94:22）	但耶和華向來作了我的高臺； 我的上帝作了我投靠的磐石。
（詩 62:6）	惟獨他是我的磐石，我的拯救； 他是我的高臺，我必不動搖。
（耶 17:17）	不要使我因你驚恐； 當災禍的日子，你是我的避難所。
（詩 73:28）	但我親近上帝是與我有益； 我以主耶和華為我的避難所， 好叫我述說你一切的作為。
（詩 92:15）	好顯明耶和華是正直的。 他是我的磐石，在他毫無不義。
（詩 91:2）	我要論到耶和華說： 他是我的避難所，是我的山寨， 是我的上帝，是我所倚靠的。
4.24.{3}	Promises that God is Fighting for His People
（出 14:14）	耶和華必為你們爭戰；你們只管靜默，不要作聲。」
（申 1:30-31）	在你們前面行的耶和華－你們的上帝必為你們爭戰，正如他在埃及和曠野，在你們眼前所行的一樣。你們在曠野所行的路上，也曾見耶和華－你們的上帝撫養你們，如同人撫養兒子一般，直等你們來到這地方。』
（申 20:1）	「你出去與仇敵爭戰的時候，看見馬匹、車輛，並有比你多的人民，不要怕他們，因為領你出埃及地的耶和華－你上帝與你同在。
（申 20:4）	因為耶和華－你們的上帝與你們同去，要為你們與仇敵爭戰，拯救你們。』
（書 10:8）	耶和華對約書亞說：「不要怕他們；因為我已將他們交在你手裏，他們無一人能在你面前站立得住。」
（書 10:25）	約書亞對他們說：「你們不要懼怕，也不要驚惶。應當剛強壯膽，因為耶和華必這樣待你們所要攻打的一切仇敵。」
（王下 17:39）	但要敬畏耶和華－你們的上帝，他必救你們脫離一切仇敵的手。」
（代下 20:17）	猶大和耶路撒冷人哪，這次你們不要爭戰，要擺陣站着，看耶和華為你們施行拯救。不要恐懼，也不要驚惶。明日當出去迎敵，因為耶和華與你們同在。』」
（詩 55:18）	他救贖我命脫離攻擊我的人， 使我得享平安， 因為與我〔相爭的〕人甚多。
（詩 81:13-16）	甚願我的民肯聽從我， 以色列肯行我的道，我便速速治服他們的仇敵， 反手攻擊他們的敵人。恨耶和華的人必來投降， 但他的百姓必永久長存。他也必拿上好的麥子給他們吃， 又拿從磐石出的蜂蜜叫他們飽足。
（賽 30:30）	耶和華必使人聽他威嚴的聲音，又顯他降罰的膀臂和他怒中的忿恨，並吞滅的火焰與霹雷、暴風、冰雹。
（賽 30:32）	耶和華必將命定的杖加在他身上；每打一下，人必擊鼓彈琴。打仗的時候，耶和華必掄起〔手〕來，與他交戰。
（賽 41:11-12）	凡向你發怒的必都抱愧蒙羞； 與你相爭的必如無有，並要滅亡。與你爭競的，你要找他們也找不着； 與你爭戰的必如無有，成為虛無。
（賽 49:25）	但耶和華如此說： 就是勇士所擄掠的，也可以奪回； 強暴人所搶的，也可以解救。 與你相爭的，我必與他相爭； 我要拯救你的兒女。
（賽 54:15）	即或有人聚集，卻不由於我； 凡聚集攻擊你的，必因你仆倒〔註：或譯：投降你〕。
（賽 54:17）	凡為攻擊你造成的器械必不利用； 凡在審判時興起用舌攻擊你的， 你必定他為有罪。 這是耶和華僕人的產業， 是他們從我所得的義。 這是耶和華說的。
（耶 50:33-34）	萬軍之耶和華如此說：「以色列人和猶大人一同受欺壓；凡擄掠他們的都緊緊抓住他們，不肯釋放。他們的救贖主大有能力，萬軍之耶和華是他的名。他必伸清他們的冤，好使全地得平安，並攪擾巴比倫的居民。」
（結 34:27）	田野的樹必結果，地也必有出產；他們必在故土安然居住。我折斷他們所負的軛，救他們脫離那以他們為奴之人的手；那時，他們就知道我是耶和華。
（彌 2:13）	開路的〔註：或譯：破城的〕在他們前面上去； 他們直闖過城門，從城門出去。 他們的王在前面行； 耶和華引導他們。
4.24.{4}	Prayer in the Presence of Our Enemies
（詩 108:12）	求你幫助我們攻擊敵人， 因為人的幫助是枉然的。
（珥 2:17）	事奉耶和華的祭司 要在廊子和祭壇中間哭泣，說： 耶和華啊，求你顧惜你的百姓， 不要使你的產業受羞辱， 列邦管轄他們。 為何容列國的人說： 「他們的上帝在哪裏」呢？
（撒下 15:31）	有人告訴大衛說：「亞希多弗也在叛黨之中，隨從押沙龍。」大衛禱告說：「耶和華啊，求你使亞希多弗的計謀變為愚拙！」
（王上 8:44-45）	「你的民若奉你的差遣，無論往何處去與仇敵爭戰，向耶和華所選擇的城與我為你名所建造的殿禱告，求你在天上垂聽他們的禱告祈求，使他們得勝。
（代下 14:11）	亞撒呼求耶和華－他的上帝說：「耶和華啊，惟有你能幫助軟弱的，勝過強盛的。耶和華－我們的上帝啊，求你幫助我們；因為我們仰賴你，奉你的名來攻擊這大軍。耶和華啊，你是我們的上帝，不要容人勝過你。」
（代下 20:12）	我們的上帝啊，你不懲罰他們嗎？因為我們無力抵擋這來攻擊我們的大軍，我們也不知道怎樣行，我們的眼目單仰望你。」
（詩 44:24）	你為何掩面， 不顧我們所遭的苦難和所受的欺壓？
（詩 44:26）	求你起來幫助我們！ 憑你的慈愛救贖我們！
（詩 74:4）	你的敵人在你會中吼叫； 他們豎了自己的旗為記號。
（賽 63:17-19）	耶和華啊，你為何使我們走差離開你的道， 使我們心裏剛硬、不敬畏你呢？ 求你為你僕人， 為你產業支派的緣故，轉回來。你的聖民不過暫時得這產業； 我們的敵人已經踐踏你的聖所。我們好像你未曾治理的人， 又像未曾得稱你名下的人。
（詩 17:7-9）	求你顯出你奇妙的慈愛來； 你是那用右手拯救投靠你的脫離起來攻擊他們的人。求你保護我，如同保護眼中的瞳人； 將我隱藏在你翅膀的蔭下，使我脫離那欺壓我的惡人， 就是圍困我要害我命的仇敵。
（詩 25:1-2）	耶和華啊，我的心仰望你。我的上帝啊，我素來倚靠你； 求你不要叫我羞愧， 不要叫我的仇敵向我誇勝。
（詩 27:11-12）	耶和華啊，求你將你的道指教我， 因我仇敵的緣故引導我走平坦的路。求你不要把我交給敵人，遂其所願； 因為妄作見證的和口吐凶言的，起來攻擊我。
（詩 31:15）	我終身的事在你手中； 求你救我脫離仇敵的手和那些逼迫我的人。
（詩 35:1）	耶和華啊，與我相爭的，求你與他們相爭！ 與我相戰的，求你與他們相戰！
（詩 35:26）	願那喜歡我遭難的一同抱愧蒙羞！ 願那向我妄自尊大的披慚愧，蒙羞辱！
（詩 56:1-2）	上帝啊，求你憐憫我，因為人要把我吞了， 終日攻擊欺壓我。我的仇敵終日要把我吞了， 因逞驕傲攻擊我的人甚多。
（詩 59:1）	我的上帝啊，求你救我脫離仇敵， 把我安置在高處，得脫那些起來攻擊我的人。
（詩 64:1）	上帝啊，我哀歎的時候，求你聽我的聲音！ 求你保護我的性命，不受仇敵的驚恐！
（詩 69:18）	求你親近我，救贖我！ 求你因我的仇敵把我贖回！
（詩 70:2）	願那些尋索我命的，抱愧蒙羞； 願那些喜悅我遭害的，退後受辱。
（詩 86:17）	求你向我顯出恩待我的憑據， 叫恨我的人看見便羞愧， 因為你－耶和華幫助我，安慰我。
（詩 89:50-51）	主啊，求你記念僕人們所受的羞辱， 記念我怎樣將一切強盛民的〔羞辱〕存在我懷裏。耶和華啊，你的仇敵用這羞辱羞辱了你的僕人， 羞辱了你受膏者的腳蹤。
（詩 94:2-3）	審判世界的主啊，求你挺身而立， 使驕傲人受應得的報應！耶和華啊，惡人誇勝要到幾時呢？ 要到幾時呢？
（詩 109:1）	我所讚美的上帝啊， 求你不要閉口不言。
（詩 109:4）	他們與我為敵以報我愛， 但我〔專心〕祈禱。
（詩 140:8）	耶和華啊，求你不要遂惡人的心願； 不要成就他們的計謀，〔恐怕〕他們自高。（細拉）
（詩 141:9-10）	求你保護我脫離惡人為我設的網羅 和作孽之人的圈套！願惡人落在自己的網裏， 我卻得以逃脫。
（詩 143:9）	耶和華啊，求你救我脫離我的仇敵！ 我往你那裏藏身。
（耶 18:19-20）	耶和華啊，求你理會我， 且聽那些與我爭競之人的話。豈可以惡報善呢？ 他們竟挖坑要害我的性命！ 求你記念我怎樣站在你面前為他們代求， 要使你的忿怒向他們轉消。
（耶 20:7-8）	耶和華啊，你曾勸導我， 我也聽了你的勸導。 你比我有力量，且勝了我。 我終日成為笑話， 人人都戲弄我。我每逢講論的時候，就發出哀聲， 我喊叫說：有強暴和毀滅！ 因為耶和華的話終日成了我的凌辱、譏刺。
（哀 5:1）	耶和華啊，求你記念我們所遭遇的事， 觀看我們所受的凌辱。
（詩 119:84）	你僕人的年日有多少呢？ 你幾時向逼迫我的人施行審判呢？
（詩 119:122）	求你為僕人作保，使我得好處， 不容驕傲人欺壓我！
（詩 17:1-2）	耶和華啊，求你聽聞公義， 側耳聽我的呼籲！ 求你留心聽我這不出於詭詐嘴唇的祈禱！願我的判語從你面前發出； 願你的眼睛觀看公正。
（詩 35:24）	耶和華－我的上帝啊，求你按你的公義判斷我， 不容他們向我誇耀！
4.24.{5}	Faith Affirmations
（撒上 17:47）	又使這眾人知道耶和華使人得勝，不是用刀用槍，因為爭戰的勝敗全在乎耶和華。他必將你們交在我們手裏。」
（詩 57:3）	那要吞我的人辱罵我的時候， 上帝從天上必施恩救我， 也必向我發出慈愛和誠實。
（詩 25:15）	我的眼目時常仰望耶和華， 因為他必將我的腳從網裏拉出來。
（詩 59:10）	我的上帝要以慈愛迎接我； 上帝要叫我看見我仇敵〔遭報〕。
（撒下 22:49）	你救我脫離仇敵， 又把我舉起，高過那些起來攻擊我的； 你救我脫離強暴的人。
（提後 4:18）	主必救我脫離諸般的凶惡，也必救我進他的天國。願榮耀歸給他，直到永永遠遠。阿們。
（詩 56:3-4）	我懼怕的時候要倚靠你。我倚靠上帝，我要讚美他的話； 我倚靠上帝，必不懼怕。 血氣之輩能把我怎麼樣呢？
（哀 3:58-59）	主啊，你伸明了我的冤； 你救贖了我的命。耶和華啊，你見了我受的委屈； 求你為我伸冤。
（哀 3:61）	耶和華啊，你聽見他們辱罵我的話， 知道他們向我所設的計，
（詩 27:3）	雖有軍兵安營攻擊我，我的心也不害怕； 雖然興起刀兵攻擊我，我必仍舊安穩。
（詩 31:14-15）	耶和華啊，我仍舊倚靠你； 我說：你是我的上帝。我終身的事在你手中； 求你救我脫離仇敵的手和那些逼迫我的人。
（賽 12:2）	看哪！上帝是我的拯救； 我要倚靠他，並不懼怕。 因為主耶和華是我的力量， 是我的詩歌， 他也成了我的拯救。
（彌 7:8）	我的仇敵啊，不要向我誇耀。 我雖跌倒，卻要起來； 我雖坐在黑暗裏， 耶和華卻作我的光。
4.25.{3}	Promises on the Power of the Cross Over Satan
（創 3:15）	我又要叫你和女人彼此為仇； 你的後裔和女人的後裔也彼此為仇。 女人的後裔要傷你的頭； 你要傷他的腳跟。
（賽 27:1）	到那日，耶和華必用他剛硬有力的大刀刑罰鱷魚－就是那快行的蛇，刑罰鱷魚－就是那曲行的蛇，並殺海中的大魚。
（彌 5:11-12）	也必從你國中除滅城邑， 拆毀一切的保障，又必除掉你手中的邪術； 你那裏也不再有占卜的。
（路 10:19）	我已經給你們權柄可以踐踏蛇和蠍子，又勝過仇敵一切的能力，斷沒有甚麼能害你們。
（約 12:31-32）	現在這世界受審判，這世界的王要被趕出去。我若從地上被舉起來，就要吸引萬人來歸我。」
（西 1:13）	他救了我們脫離黑暗的權勢，把我們遷到他愛子的國裏；
（西 2:14-15）	又塗抹了在律例上所寫、攻擊我們、有礙於我們的字據，把它撤去，釘在十字架上。既將一切執政的、掌權的擄來，明顯給眾人看，就仗着十字架誇勝。
（來 2:14-15）	兒女既同有血肉之體，他也照樣親自成了血肉之體，特要藉着死敗壞那掌死權的，就是魔鬼，並要釋放那些一生因怕死而為奴僕的人。
（雅 4:7）	故此，你們要順服上帝。務要抵擋魔鬼，魔鬼就必離開你們逃跑了。
（彼前 3:22）	耶穌已經進入天堂，在上帝的右邊；眾天使和有權柄的，並有能力的，都服從了他。
（約一 3:8）	犯罪的是屬魔鬼，因為魔鬼從起初就犯罪。上帝的兒子顯現出來，為要除滅魔鬼的作為。
（約一 4:4）	小子們哪，你們是屬上帝的，並且勝了他們；因為那在你們裏面的，比那在世界上的更大。
（約一 5:4）	因為凡從上帝生的，就勝過世界；使我們勝了世界的，就是我們的信心。
（約一 5:18）	我們知道凡從上帝生的，必不犯罪，從上帝生的，必保守自己〔註：有古卷：那從上帝生的必保護他〕，那惡者也就無法害他。
（啟 12:10-11）	我聽見在天上有大聲音說：「我上帝的救恩、能力、國度，並他基督的權柄，現在都來到了！因為那在我們上帝面前晝夜控告我們弟兄的，已經被摔下去了。弟兄勝過牠，是因羔羊的血和自己所見證的道。他們雖至於死，也不愛惜性命。
（啟 17:14）	他們與羔羊爭戰，羔羊必勝過他們，因為羔羊是萬主之主、萬王之王。同着羔羊的，就是蒙召、被選、有忠心的，〔也必得勝〕。」
4.25.{4}	Praying for God’s Opposition to Satanic and Demonic Activity
（尼 4:4-5）	我們的上帝啊，求你垂聽，因為我們被藐視。求你使他們的毀謗歸於他們的頭上，使他們在擄到之地作為掠物。不要遮掩他們的罪孽，不要使他們的罪惡從你面前塗抹，因為他們在修造的人眼前惹動你的怒氣。
（尼 6:14）	我的上帝啊，多比雅、參巴拉、女先知挪亞底，和其餘的先知要叫我懼怕，求你記念他們所行的這些事。
（詩 9:19-20）	耶和華啊，求你起來，不容人得勝！ 願外邦人在你面前受審判！耶和華啊，求你使外邦人恐懼； 願他們知道自己不過是人。（細拉）
（詩 59:12）	因他們口中的罪和嘴裏的言語， 並咒罵虛謊的話， 願他們在驕傲之中被纏住了。
（詩 74:23）	不要忘記你敵人的聲音； 那起來敵你之人的喧嘩時常上升。
（詩 82:8）	上帝啊，求你起來審判世界， 因為你要得萬邦為業。
（詩 123:3）	耶和華啊，求你憐憫我們，憐憫我們！ 因為我們被藐視，已到極處。
（詩 74:10-11）	上帝啊，敵人辱罵要到幾時呢？ 仇敵褻瀆你的名要到永遠嗎？你為甚麼縮回你的右手？ 求你從懷中伸出來，毀滅他們。
（賽 26:10-11）	以恩惠待惡人， 他仍不學習公義； 在正直的地上，他必行事不義， 也不注意耶和華的威嚴。耶和華啊，你的手高舉， 他們仍然不看； 卻要看你為百姓發的熱心，因而抱愧， 並且有火燒滅你的敵人。
（賽 37:17）	耶和華啊，求你側耳而聽；耶和華啊，求你睜眼而看，要聽西拿基立的一切話，他是打發使者來辱罵永生上帝的。
（賽 64:1-2）	願你裂天而降； 願山在你面前震動－好像火燒乾柴， 又像火將水燒開， 使你敵人知道你的名， 使列國在你面前發顫！
（耶 10:25）	願你將忿怒傾在不認識你的列國中， 和不求告你名的各族上； 因為他們吞了雅各，不但吞了，而且滅絕， 把他的住處變為荒場。
（耶 15:15）	耶和華啊，你是知道的； 求你記念我，眷顧我， 向逼迫我的人為我報仇； 不要向他們忍怒取我〔的命〕， 要知道我為你的緣故受了凌辱。
（耶 18:23）	耶和華啊，他們要殺我的那一切計謀， 你都知道。 不要赦免他們的罪孽， 也不要從你面前塗抹他們的罪惡， 要叫他們在你面前跌倒； 願你發怒的時候罰辦他們。
4.25.{5}	Faith Affirmations
（林後 10:5）	將各樣的計謀，各樣攔阻人認識上帝的那些自高之事，一概攻破了，又將人所有的心意奪回，使他都順服基督。
（詩 44:5）	我們靠你要推倒我們的敵人， 靠你的名要踐踏那起來攻擊我們的人。
（詩 143:12）	憑你的慈愛剪除我的仇敵， 滅絕一切苦待我的人， 因我是你的僕人。
4.26.{3}	Promises to Save Our Children and Future Generations
（創 17:7）	我要與你並你世世代代的後裔堅立我的約，作永遠的約，是要作你和你後裔的上帝。
（申 4:37）	因他愛你的列祖，所以揀選他們的後裔，用大能親自領你出了埃及，
（詩 22:31）	他們必來把他的公義傳給將要生的民， 言明這事是他所行的。
（詩 102:28）	你僕人的子孫要長存； 他們的後裔要堅立在你面前。
（賽 44:3-5）	因為我要將水澆灌口渴的人， 將河澆灌乾旱之地。 我要將我的靈澆灌你的後裔， 將我的福澆灌你的子孫。他們要發生在草中， 像溪水旁的柳樹。這個要說：我是屬耶和華的； 那個要以雅各的名自稱； 又一個要親手寫：歸耶和華的〔註：或譯：在手上寫歸耶和華〕， 並自稱為以色列。
（賽 59:21）	耶和華說：「至於我與他們所立的約乃是這樣：我加給你的靈，傳給你的話，必不離你的口，也不離你後裔與你後裔之後裔的口，從今直到永遠；這是耶和華說的。」
（賽 61:9）	他們的後裔必在列國中被人認識； 他們的子孫在眾民中也是如此。 凡看見他們的必認他們是耶和華賜福的後裔。
（賽 65:23-24）	他們必不徒然勞碌， 所生產的，也不遭災害， 因為都是蒙耶和華賜福的後裔； 他們的子孫也是如此。他們尚未求告，我就應允； 正說話的時候，我就垂聽。
（耶 30:10）	故此，耶和華說： 我的僕人雅各啊，不要懼怕； 以色列啊，不要驚惶； 因我要從遠方拯救你， 從被擄到之地拯救你的後裔； 雅各必回來得享平靖安逸， 無人使他害怕。
（耶 31:16-17）	耶和華如此說： 你禁止聲音不要哀哭， 禁止眼目不要流淚， 因你所做之工必有賞賜； 他們必從敵國歸回。 這是耶和華說的。耶和華說：你末後必有指望； 你的兒女必回到自己的境界。
（申 4:40）	我今日將他的律例誡命曉諭你，你要遵守，使你和你的子孫可以得福，並使你的日子在耶和華－你上帝所賜的地上得以長久。」
（申 5:29）	惟願他們存這樣的心敬畏我，常遵守我的一切誡命，使他們和他們的子孫永遠得福。
（申 12:28）	你要謹守聽從我所吩咐的一切話，行耶和華－你上帝眼中看為善，看為正的事。這樣，你和你的子孫就可以永遠享福。」
（申 5:16）	「『當照耶和華－你上帝所吩咐的孝敬父母，使你得福，並使你的日子在耶和華－你上帝所賜你的地上得以長久。
（申 11:18-21）	「你們要將我這話存在心內，留在意中，繫在手上為記號，戴在額上為經文；也要教訓你們的兒女，無論坐在家裏，行在路上，躺下，起來，都要談論；又要寫在房屋的門框上，並城門上，使你們和你們子孫的日子在耶和華向你們列祖起誓、應許給他們的地上得以增多，如天覆地的日子那樣多。
（詩 112:1-2）	你們要讚美耶和華！ 敬畏耶和華，甚喜愛他命令的， 這人便為有福！他的後裔在世必強盛； 正直人的後代必要蒙福。
（箴 20:7）	行為純正的義人， 他的子孫是有福的！
4.26.{4}	Praying for Our Children
（創 17:18）	亞伯拉罕對上帝說：「但願以實瑪利活在你面前。」
（士 13:8）	瑪挪亞就祈求耶和華說：「主啊，求你再差遣那神人到我們這裏來，好指教我們怎樣待這將要生的孩子。」
（士 13:12）	瑪挪亞說：「願你的話應驗！我們當怎樣待這孩子，他後來當怎樣呢？」
（王上 17:21）	以利亞三次伏在孩子的身上，求告耶和華說：「耶和華－我的上帝啊，求你使這孩子的靈魂仍入他的身體！」
（撒上 1:11）	許願說：「萬軍之耶和華啊，你若垂顧婢女的苦情，眷念不忘婢女，賜我一個兒子，我必使他終身歸與耶和華，不用剃頭刀剃他的頭。」
（詩 90:16-17）	願你的作為向你僕人顯現； 願你的榮耀向他們子孫顯明。願主－我們上帝的榮美歸於我們身上。 願你堅立我們手所做的工； 我們手所做的工，願你堅立。
（太 15:22）	有一個迦南婦人，從那地方出來，喊着說：「主啊，大衛的子孫，可憐我！我女兒被鬼附得甚苦。」
（太 17:15）	說：「主啊，憐憫我的兒子！他害癲癇的病很苦，屢次跌在火裏，屢次跌在水裏。
（詩 72:4）	他必為民中的困苦人伸冤， 拯救窮乏之輩， 壓碎那欺壓人的。
（哀 2:19）	夜間，每逢交更的時候要起來呼喊， 在主面前傾心如水。 你的孩童在各市口上受餓發昏； 你要為他們的性命向主舉手禱告。
（可 5:23）	再三地求他，說：「我的小女兒快要死了，〔求你〕去按手在她身上，使她痊癒，得以活了。」
4.26.{5}	Faith Affirmations
（但 9:9）	主－我們的上帝是憐憫饒恕人的，我們卻違背了他，
（詩 130:4）	但在你有赦免之恩， 要叫人敬畏你。
（詩 27:13）	我若不信在活人之地得見耶和華的恩惠， 〔就早已喪膽了〕。
（詩 31:7）	我要為你的慈愛高興歡喜； 因為你見過我的困苦，知道我心中的艱難。
（詩 119:55）	耶和華啊，我夜間記念你的名， 遵守你的律法。
（詩 33:21）	我們的心必靠他歡喜， 因為我們向來倚靠他的聖名。
（詩 101:2）	我要用智慧行完全的道。 你幾時到我這裏來呢？ 我要存完全的心行在我家中。
（箴 14:26）	敬畏耶和華的，大有倚靠； 他的兒女也有避難所。
（詩 51:13）	我就把你的道指教有過犯的人， 罪人必歸順你。
（詩 89:17）	你是他們力量的榮耀； 因為你喜悅我們，我們的角必被高舉。
（伯 23:14）	他向我所定的，就必做成； 這類的事他還有許多。
（詩 16:2）	〔我的心哪〕，你曾對耶和華說：你是我的主； 我的好處不在你以外。
（詩 39:7）	主啊，如今我等甚麼呢？ 我的指望在乎你！
（路 1:38）	馬利亞說：「我是主的使女，情願照你的話成就在我身上。」天使就離開她去了。
4.27.{3}	Promises to Those Who Seek God
（詩 34:10）	少壯獅子還缺食忍餓， 但尋求耶和華的甚麼好處都不缺。
（拉 8:22）	我求王撥步兵馬兵幫助我們抵擋路上的仇敵，本以為羞恥；因我曾對王說：「我們上帝施恩的手必幫助一切尋求他的；但他的能力和忿怒必攻擊一切離棄他的。」
（代下 7:14）	這稱為我名下的子民，若是自卑、禱告，尋求我的面，轉離他們的惡行，我必從天上垂聽，赦免他們的罪，醫治他們的地。
（申 4:29）	但你們在那裏必尋求耶和華－你的上帝。你盡心盡性尋求他的時候，就必尋見。
（箴 28:5）	壞人不明白公義； 惟有尋求耶和華的，無不明白。
（賽 45:19）	我沒有在隱密黑暗之地說話； 我沒有對雅各的後裔說： 你們尋求我是徒然的。 我－耶和華所講的是公義， 所說的是正直。
（箴 2:3-5）	呼求明哲， 揚聲求聰明，尋找它，如尋找銀子， 搜求它，如搜求隱藏的珍寶，你就明白敬畏耶和華， 得以認識上帝。
（何 10:12）	你們要為自己栽種公義， 就能收割慈愛。 現今正是尋求耶和華的時候； 你們要開墾荒地，等他臨到， 使公義如雨降在你們身上。
（路 6:21）	你們飢餓的人有福了！ 因為你們將要飽足。 你們哀哭的人有福了！ 因為你們將要喜笑。
（約 6:35）	耶穌說：「我就是生命的糧。到我這裏來的，必定不餓；信我的，永遠不渴。
（代下 15:4）	但他們在急難的時候歸向耶和華－以色列的上帝，尋求他，他就被他們尋見。
（何 6:1-3）	來吧，我們歸向耶和華！ 他撕裂我們，也必醫治； 他打傷我們，也必纏裹。過兩天他必使我們甦醒， 第三天他必使我們興起， 我們就在他面前得以存活。我們務要認識耶和華， 竭力追求認識他。 他出現確如晨〔光〕； 他必臨到我們像甘雨， 像滋潤田地的春雨。
（賽 55:6-7）	當趁耶和華可尋找的時候尋找他， 相近的時候求告他。惡人當離棄自己的道路； 不義的人當除掉自己的意念。 歸向耶和華，耶和華就必憐恤他； 當歸向我們的上帝，因為上帝必廣行赦免。
（詩 24:3-6）	誰能登耶和華的山？ 誰能站在他的聖所？就是手潔心清，不向虛妄， 起誓不懷詭詐的人。他必蒙耶和華賜福， 又蒙救他的上帝使他成義。這是尋求耶和華的族類， 是尋求你面的雅各。（細拉）
（詩 69:32）	謙卑的人看見了就喜樂； 尋求上帝的人，願你們的心甦醒。
（詩 34:4）	我曾尋求耶和華，他就應允我， 救我脫離了一切的恐懼。
（詩 22:26）	謙卑的人必吃得飽足； 尋求耶和華的人必讚美他。 願你們的心永遠活着！
（詩 40:16）	願一切尋求你的，因你高興歡喜！ 願那些喜愛你救恩的，常說：當尊耶和華為大！
（詩 70:4）	願一切尋求你的，因你高興歡喜； 願那些喜愛你救恩的，常說：當尊上帝為大！
（詩 105:3）	要以他的聖名誇耀！ 尋求耶和華的人，心中應當歡喜！
（摩 5:4）	耶和華向以色列家如此說： 你們要尋求我，就必存活。
（太 7:7）	「你們祈求，就給你們；尋找，就尋見；叩門，就給你們開門。
（太 6:33）	你們要先求他的國和他的義，這些東西都要加給你們了。
（來 11:6）	人非有信，就不能得上帝的喜悅；因為到上帝面前來的人必須信有上帝，且信他賞賜那尋求他的人。
4.27.{4}	Seeking After God in Prayer
（詩 63:1-2）	上帝啊，你是我的上帝， 我要切切地尋求你， 在乾旱疲乏無水之地，我渴想你； 我的心切慕你。我在聖所中曾如此瞻仰你， 為要見你的能力和你的榮耀。
（詩 27:8）	〔你說〕：你們當尋求我的面。 那時我心向你說：耶和華啊， 你的面我正要尋求。
