（赛 64:7）	并且无人求告你的名； 无人奋力抓住你。 原来你掩面不顾我们， 使我们因罪孽消化。
（诗 5:11）	凡投靠你的，愿他们喜乐，时常欢呼， 因为你护庇他们； 又愿那爱你名的人都靠你欢欣。
（诗 119:117）	求你扶持我，我便得救， 时常看重你的律例。
（约 17:15）	我不求你叫他们离开世界，只求你保守他们脱离那恶者〔注：或译：脱离罪恶〕。
（诗 141:8）	主－耶和华啊，我的眼目仰望你； 我投靠你，求你不要将我撇得孤苦！
（诗 59:9-10）	我的力量啊，我必仰望你， 因为上帝是我的高台。我的上帝要以慈爱迎接我； 上帝要叫我看见我仇敌〔遭报〕。
（诗 94:22）	但耶和华向来作了我的高台； 我的上帝作了我投靠的磐石。
（诗 62:6）	惟独他是我的磐石，我的拯救； 他是我的高台，我必不动摇。
（耶 17:17）	不要使我因你惊恐； 当灾祸的日子，你是我的避难所。
（诗 73:28）	但我亲近上帝是与我有益； 我以主耶和华为我的避难所， 好叫我述说你一切的作为。
（诗 92:15）	好显明耶和华是正直的。 他是我的磐石，在他毫无不义。
（诗 91:2）	我要论到耶和华说： 他是我的避难所，是我的山寨， 是我的上帝，是我所倚靠的。
（出 14:14）	耶和华必为你们争战；你们只管静默，不要作声。」
（申 1:30-31）	在你们前面行的耶和华－你们的上帝必为你们争战，正如他在埃及和旷野，在你们眼前所行的一样。你们在旷野所行的路上，也曾见耶和华－你们的上帝抚养你们，如同人抚养儿子一般，直等你们来到这地方。』
（申 20:1）	「你出去与仇敌争战的时候，看见马匹、车辆，并有比你多的人民，不要怕他们，因为领你出埃及地的耶和华－你上帝与你同在。
（申 20:4）	因为耶和华－你们的上帝与你们同去，要为你们与仇敌争战，拯救你们。』
（书 10:8）	耶和华对约书亚说：「不要怕他们；因为我已将他们交在你手里，他们无一人能在你面前站立得住。」
（书 10:25）	约书亚对他们说：「你们不要惧怕，也不要惊惶。应当刚强壮胆，因为耶和华必这样待你们所要攻打的一切仇敌。」
（王下 17:39）	但要敬畏耶和华－你们的上帝，他必救你们脱离一切仇敌的手。」
（代下 20:17）	犹大和耶路撒冷人哪，这次你们不要争战，要摆阵站着，看耶和华为你们施行拯救。不要恐惧，也不要惊惶。明日当出去迎敌，因为耶和华与你们同在。』」
（诗 55:18）	他救赎我命脱离攻击我的人， 使我得享平安， 因为与我〔相争的〕人甚多。
（诗 81:13-16）	甚愿我的民肯听从我， 以色列肯行我的道，我便速速治服他们的仇敌， 反手攻击他们的敌人。恨耶和华的人必来投降， 但他的百姓必永久长存。他也必拿上好的麦子给他们吃， 又拿从磐石出的蜂蜜叫他们饱足。
（赛 30:30）	耶和华必使人听他威严的声音，又显他降罚的膀臂和他怒中的忿恨，并吞灭的火焰与霹雷、暴风、冰雹。
（赛 30:32）	耶和华必将命定的杖加在他身上；每打一下，人必击鼓弹琴。打仗的时候，耶和华必抡起〔手〕来，与他交战。
（赛 41:11-12）	凡向你发怒的必都抱愧蒙羞； 与你相争的必如无有，并要灭亡。与你争竞的，你要找他们也找不着； 与你争战的必如无有，成为虚无。
（赛 49:25）	但耶和华如此说： 就是勇士所掳掠的，也可以夺回； 强暴人所抢的，也可以解救。 与你相争的，我必与他相争； 我要拯救你的儿女。
（赛 54:15）	即或有人聚集，却不由于我； 凡聚集攻击你的，必因你仆倒〔注：或译：投降你〕。
（赛 54:17）	凡为攻击你造成的器械必不利用； 凡在审判时兴起用舌攻击你的， 你必定他为有罪。 这是耶和华仆人的产业， 是他们从我所得的义。 这是耶和华说的。
（耶 50:33-34）	万军之耶和华如此说：「以色列人和犹大人一同受欺压；凡掳掠他们的都紧紧抓住他们，不肯释放。他们的救赎主大有能力，万军之耶和华是他的名。他必伸清他们的冤，好使全地得平安，并搅扰巴比伦的居民。」
（结 34:27）	田野的树必结果，地也必有出产；他们必在故土安然居住。我折断他们所负的轭，救他们脱离那以他们为奴之人的手；那时，他们就知道我是耶和华。
（弥 2:13）	开路的〔注：或译：破城的〕在他们前面上去； 他们直闯过城门，从城门出去。 他们的王在前面行； 耶和华引导他们。
（诗 108:12）	求你帮助我们攻击敌人， 因为人的帮助是枉然的。
（珥 2:17）	事奉耶和华的祭司 要在廊子和祭坛中间哭泣，说： 耶和华啊，求你顾惜你的百姓， 不要使你的产业受羞辱， 列邦管辖他们。 为何容列国的人说： 「他们的上帝在哪里」呢？
（撒下 15:31）	有人告诉大卫说：「亚希多弗也在叛党之中，随从押沙龙。」大卫祷告说：「耶和华啊，求你使亚希多弗的计谋变为愚拙！」
（王上 8:44-45）	「你的民若奉你的差遣，无论往何处去与仇敌争战，向耶和华所选择的城与我为你名所建造的殿祷告，求你在天上垂听他们的祷告祈求，使他们得胜。
（代下 14:11）	亚撒呼求耶和华－他的上帝说：「耶和华啊，惟有你能帮助软弱的，胜过强盛的。耶和华－我们的上帝啊，求你帮助我们；因为我们仰赖你，奉你的名来攻击这大军。耶和华啊，你是我们的上帝，不要容人胜过你。」
（代下 20:12）	我们的上帝啊，你不惩罚他们吗？因为我们无力抵挡这来攻击我们的大军，我们也不知道怎样行，我们的眼目单仰望你。」
（诗 44:24）	你为何掩面， 不顾我们所遭的苦难和所受的欺压？
（诗 44:26）	求你起来帮助我们！ 凭你的慈爱救赎我们！
（诗 74:4）	你的敌人在你会中吼叫； 他们竖了自己的旗为记号。
（赛 63:17-19）	耶和华啊，你为何使我们走差离开你的道， 使我们心里刚硬、不敬畏你呢？ 求你为你仆人， 为你产业支派的缘故，转回来。你的圣民不过暂时得这产业； 我们的敌人已经践踏你的圣所。我们好像你未曾治理的人， 又像未曾得称你名下的人。
（诗 17:7-9）	求你显出你奇妙的慈爱来； 你是那用右手拯救投靠你的脱离起来攻击他们的人。求你保护我，如同保护眼中的瞳人； 将我隐藏在你翅膀的荫下，使我脱离那欺压我的恶人， 就是围困我要害我命的仇敌。
（诗 25:1-2）	耶和华啊，我的心仰望你。我的上帝啊，我素来倚靠你； 求你不要叫我羞愧， 不要叫我的仇敌向我夸胜。
（诗 27:11-12）	耶和华啊，求你将你的道指教我， 因我仇敌的缘故引导我走平坦的路。求你不要把我交给敌人，遂其所愿； 因为妄作见证的和口吐凶言的，起来攻击我。
（诗 31:15）	我终身的事在你手中； 求你救我脱离仇敌的手和那些逼迫我的人。
（诗 35:1）	耶和华啊，与我相争的，求你与他们相争！ 与我相战的，求你与他们相战！
（诗 35:26）	愿那喜欢我遭难的一同抱愧蒙羞！ 愿那向我妄自尊大的披惭愧，蒙羞辱！
（诗 56:1-2）	上帝啊，求你怜悯我，因为人要把我吞了， 终日攻击欺压我。我的仇敌终日要把我吞了， 因逞骄傲攻击我的人甚多。
（诗 59:1）	我的上帝啊，求你救我脱离仇敌， 把我安置在高处，得脱那些起来攻击我的人。
（诗 64:1）	上帝啊，我哀叹的时候，求你听我的声音！ 求你保护我的性命，不受仇敌的惊恐！
（诗 69:18）	求你亲近我，救赎我！ 求你因我的仇敌把我赎回！
（诗 70:2）	愿那些寻索我命的，抱愧蒙羞； 愿那些喜悦我遭害的，退后受辱。
（诗 86:17）	求你向我显出恩待我的凭据， 叫恨我的人看见便羞愧， 因为你－耶和华帮助我，安慰我。
（诗 89:50-51）	主啊，求你记念仆人们所受的羞辱， 记念我怎样将一切强盛民的〔羞辱〕存在我怀里。耶和华啊，你的仇敌用这羞辱羞辱了你的仆人， 羞辱了你受膏者的脚踪。
（诗 94:2-3）	审判世界的主啊，求你挺身而立， 使骄傲人受应得的报应！耶和华啊，恶人夸胜要到几时呢？ 要到几时呢？
（诗 109:1）	我所赞美的上帝啊， 求你不要闭口不言。
（诗 109:4）	他们与我为敌以报我爱， 但我〔专心〕祈祷。
（诗 140:8）	耶和华啊，求你不要遂恶人的心愿； 不要成就他们的计谋，〔恐怕〕他们自高。（细拉）
（诗 141:9-10）	求你保护我脱离恶人为我设的网罗 和作孽之人的圈套！愿恶人落在自己的网里， 我却得以逃脱。
（诗 143:9）	耶和华啊，求你救我脱离我的仇敌！ 我往你那里藏身。
（耶 18:19-20）	耶和华啊，求你理会我， 且听那些与我争竞之人的话。岂可以恶报善呢？ 他们竟挖坑要害我的性命！ 求你记念我怎样站在你面前为他们代求， 要使你的忿怒向他们转消。
（耶 20:7-8）	耶和华啊，你曾劝导我， 我也听了你的劝导。 你比我有力量，且胜了我。 我终日成为笑话， 人人都戏弄我。我每逢讲论的时候，就发出哀声， 我喊叫说：有强暴和毁灭！ 因为耶和华的话终日成了我的凌辱、讥刺。
（哀 5:1）	耶和华啊，求你记念我们所遭遇的事， 观看我们所受的凌辱。
（诗 119:84）	你仆人的年日有多少呢？ 你几时向逼迫我的人施行审判呢？
（诗 119:122）	求你为仆人作保，使我得好处， 不容骄傲人欺压我！
（诗 17:1-2）	耶和华啊，求你听闻公义， 侧耳听我的呼吁！ 求你留心听我这不出于诡诈嘴唇的祈祷！愿我的判语从你面前发出； 愿你的眼睛观看公正。
（诗 35:24）	耶和华－我的上帝啊，求你按你的公义判断我， 不容他们向我夸耀！
（撒上 17:47）	又使这众人知道耶和华使人得胜，不是用刀用枪，因为争战的胜败全在乎耶和华。他必将你们交在我们手里。」
（诗 57:3）	那要吞我的人辱骂我的时候， 上帝从天上必施恩救我， 也必向我发出慈爱和诚实。
（诗 25:15）	我的眼目时常仰望耶和华， 因为他必将我的脚从网里拉出来。
（诗 59:10）	我的上帝要以慈爱迎接我； 上帝要叫我看见我仇敌〔遭报〕。
（撒下 22:49）	你救我脱离仇敌， 又把我举起，高过那些起来攻击我的； 你救我脱离强暴的人。
（提后 4:18）	主必救我脱离诸般的凶恶，也必救我进他的天国。愿荣耀归给他，直到永永远远。阿们。
（诗 56:3-4）	我惧怕的时候要倚靠你。我倚靠上帝，我要赞美他的话； 我倚靠上帝，必不惧怕。 血气之辈能把我怎么样呢？
（哀 3:58-59）	主啊，你伸明了我的冤； 你救赎了我的命。耶和华啊，你见了我受的委屈； 求你为我伸冤。
（哀 3:61）	耶和华啊，你听见他们辱骂我的话， 知道他们向我所设的计，
（诗 27:3）	虽有军兵安营攻击我，我的心也不害怕； 虽然兴起刀兵攻击我，我必仍旧安稳。
（诗 31:14-15）	耶和华啊，我仍旧倚靠你； 我说：你是我的上帝。我终身的事在你手中； 求你救我脱离仇敌的手和那些逼迫我的人。
（赛 12:2）	看哪！上帝是我的拯救； 我要倚靠他，并不惧怕。 因为主耶和华是我的力量， 是我的诗歌， 他也成了我的拯救。
（弥 7:8）	我的仇敌啊，不要向我夸耀。 我虽跌倒，却要起来； 我虽坐在黑暗里， 耶和华却作我的光。
（创 3:15）	我又要叫你和女人彼此为仇； 你的后裔和女人的后裔也彼此为仇。 女人的后裔要伤你的头； 你要伤他的脚跟。
（赛 27:1）	到那日，耶和华必用他刚硬有力的大刀刑罚鳄鱼－就是那快行的蛇，刑罚鳄鱼－就是那曲行的蛇，并杀海中的大鱼。
（弥 5:11-12）	也必从你国中除灭城邑， 拆毁一切的保障，又必除掉你手中的邪术； 你那里也不再有占卜的。
（路 10:19）	我已经给你们权柄可以践踏蛇和蠍子，又胜过仇敌一切的能力，断没有什么能害你们。
（约 12:31-32）	现在这世界受审判，这世界的王要被赶出去。我若从地上被举起来，就要吸引万人来归我。」
（西 1:13）	他救了我们脱离黑暗的权势，把我们迁到他爱子的国里；
（西 2:14-15）	又涂抹了在律例上所写、攻击我们、有碍于我们的字据，把它撤去，钉在十字架上。既将一切执政的、掌权的掳来，明显给众人看，就仗着十字架夸胜。
（来 2:14-15）	儿女既同有血肉之体，他也照样亲自成了血肉之体，特要藉着死败坏那掌死权的，就是魔鬼，并要释放那些一生因怕死而为奴仆的人。
（雅 4:7）	故此，你们要顺服上帝。务要抵挡魔鬼，魔鬼就必离开你们逃跑了。
（彼前 3:22）	耶稣已经进入天堂，在上帝的右边；众天使和有权柄的，并有能力的，都服从了他。
（约一 3:8）	犯罪的是属魔鬼，因为魔鬼从起初就犯罪。上帝的儿子显现出来，为要除灭魔鬼的作为。
（约一 4:4）	小子们哪，你们是属上帝的，并且胜了他们；因为那在你们里面的，比那在世界上的更大。
（约一 5:4）	因为凡从上帝生的，就胜过世界；使我们胜了世界的，就是我们的信心。
（约一 5:18）	我们知道凡从上帝生的，必不犯罪，从上帝生的，必保守自己〔注：有古卷：那从上帝生的必保护他〕，那恶者也就无法害他。
（启 12:10-11）	我听见在天上有大声音说：「我上帝的救恩、能力、国度，并他基督的权柄，现在都来到了！因为那在我们上帝面前昼夜控告我们弟兄的，已经被摔下去了。弟兄胜过牠，是因羔羊的血和自己所见证的道。他们虽至于死，也不爱惜性命。
（启 17:14）	他们与羔羊争战，羔羊必胜过他们，因为羔羊是万主之主、万王之王。同着羔羊的，就是蒙召、被选、有忠心的，〔也必得胜〕。」
（尼 4:4-5）	我们的上帝啊，求你垂听，因为我们被藐视。求你使他们的毁谤归于他们的头上，使他们在掳到之地作为掠物。不要遮掩他们的罪孽，不要使他们的罪恶从你面前涂抹，因为他们在修造的人眼前惹动你的怒气。
（尼 6:14）	我的上帝啊，多比雅、参巴拉、女先知挪亚底，和其余的先知要叫我惧怕，求你记念他们所行的这些事。
（诗 9:19-20）	耶和华啊，求你起来，不容人得胜！ 愿外邦人在你面前受审判！耶和华啊，求你使外邦人恐惧； 愿他们知道自己不过是人。（细拉）
（诗 59:12）	因他们口中的罪和嘴里的言语， 并咒骂虚谎的话， 愿他们在骄傲之中被缠住了。
（诗 74:23）	不要忘记你敌人的声音； 那起来敌你之人的喧哗时常上升。
（诗 82:8）	上帝啊，求你起来审判世界， 因为你要得万邦为业。
（诗 123:3）	耶和华啊，求你怜悯我们，怜悯我们！ 因为我们被藐视，已到极处。
（诗 74:10-11）	上帝啊，敌人辱骂要到几时呢？ 仇敌亵渎你的名要到永远吗？你为什么缩回你的右手？ 求你从怀中伸出来，毁灭他们。
（赛 26:20-11）	
（赛 37:17）	耶和华啊，求你侧耳而听；耶和华啊，求你睁眼而看，要听西拿基立的一切话，他是打发使者来辱骂永生上帝的。
（赛 64:1-2）	愿你裂天而降； 愿山在你面前震动－好像火烧干柴， 又像火将水烧开， 使你敌人知道你的名， 使列国在你面前发颤！
（耶 10:25）	愿你将忿怒倾在不认识你的列国中， 和不求告你名的各族上； 因为他们吞了雅各，不但吞了，而且灭绝， 把他的住处变为荒场。
（耶 15:15）	耶和华啊，你是知道的； 求你记念我，眷顾我， 向逼迫我的人为我报仇； 不要向他们忍怒取我〔的命〕， 要知道我为你的缘故受了凌辱。
（耶 18:23）	耶和华啊，他们要杀我的那一切计谋， 你都知道。 不要赦免他们的罪孽， 也不要从你面前涂抹他们的罪恶， 要叫他们在你面前跌倒； 愿你发怒的时候罚办他们。
（林后 10:5）	将各样的计谋，各样拦阻人认识上帝的那些自高之事，一概攻破了，又将人所有的心意夺回，使他都顺服基督。
（诗 44:5）	我们靠你要推倒我们的敌人， 靠你的名要践踏那起来攻击我们的人。
（诗 143:12）	凭你的慈爱剪除我的仇敌， 灭绝一切苦待我的人， 因我是你的仆人。
（创 17:7）	我要与你并你世世代代的后裔坚立我的约，作永远的约，是要作你和你后裔的上帝。
（申 4:37）	因他爱你的列祖，所以拣选他们的后裔，用大能亲自领你出了埃及，
（诗 22:31）	他们必来把他的公义传给将要生的民， 言明这事是他所行的。
（诗 102:28）	你仆人的子孙要长存； 他们的后裔要坚立在你面前。
（赛 44:3-5）	因为我要将水浇灌口渴的人， 将河浇灌干旱之地。 我要将我的灵浇灌你的后裔， 将我的福浇灌你的子孙。他们要发生在草中， 像溪水旁的柳树。这个要说：我是属耶和华的； 那个要以雅各的名自称； 又一个要亲手写：归耶和华的〔注：或译：在手上写归耶和华〕， 并自称为以色列。
（赛 59:21）	耶和华说：「至于我与他们所立的约乃是这样：我加给你的灵，传给你的话，必不离你的口，也不离你后裔与你后裔之后裔的口，从今直到永远；这是耶和华说的。」
（赛 61:9）	他们的后裔必在列国中被人认识； 他们的子孙在众民中也是如此。 凡看见他们的必认他们是耶和华赐福的后裔。
（赛 65:23-24）	他们必不徒然劳碌， 所生产的，也不遭灾害， 因为都是蒙耶和华赐福的后裔； 他们的子孙也是如此。他们尚未求告，我就应允； 正说话的时候，我就垂听。
（耶 30:10）	故此，耶和华说： 我的仆人雅各啊，不要惧怕； 以色列啊，不要惊惶； 因我要从远方拯救你， 从被掳到之地拯救你的后裔； 雅各必回来得享平靖安逸， 无人使他害怕。
（耶 31:16-17）	耶和华如此说： 你禁止声音不要哀哭， 禁止眼目不要流泪， 因你所做之工必有赏赐； 他们必从敌国归回。 这是耶和华说的。耶和华说：你末后必有指望； 你的儿女必回到自己的境界。
（申 4:40）	我今日将他的律例诫命晓谕你，你要遵守，使你和你的子孙可以得福，并使你的日子在耶和华－你上帝所赐的地上得以长久。」
（申 5:29）	惟愿他们存这样的心敬畏我，常遵守我的一切诫命，使他们和他们的子孙永远得福。
（申 12:28）	你要谨守听从我所吩咐的一切话，行耶和华－你上帝眼中看为善，看为正的事。这样，你和你的子孙就可以永远享福。」
（申 5:16）	「『当照耶和华－你上帝所吩咐的孝敬父母，使你得福，并使你的日子在耶和华－你上帝所赐你的地上得以长久。
（申 11:18-21）	「你们要将我这话存在心内，留在意中，系在手上为记号，戴在额上为经文；也要教训你们的儿女，无论坐在家里，行在路上，躺下，起来，都要谈论；又要写在房屋的门框上，并城门上，使你们和你们子孙的日子在耶和华向你们列祖起誓、应许给他们的地上得以增多，如天覆地的日子那样多。
（诗 112:1-2）	你们要赞美耶和华！ 敬畏耶和华，甚喜爱他命令的， 这人便为有福！他的后裔在世必强盛； 正直人的后代必要蒙福。
（箴 20:7）	行为纯正的义人， 他的子孙是有福的！
（创 17:18）	亚伯拉罕对上帝说：「但愿以实玛利活在你面前。」
（士 13:8）	玛挪亚就祈求耶和华说：「主啊，求你再差遣那神人到我们这里来，好指教我们怎样待这将要生的孩子。」
（士 13:12）	玛挪亚说：「愿你的话应验！我们当怎样待这孩子，他后来当怎样呢？」
（王上 17:21）	以利亚三次伏在孩子的身上，求告耶和华说：「耶和华－我的上帝啊，求你使这孩子的灵魂仍入他的身体！」
（撒上 1:11）	许愿说：「万军之耶和华啊，你若垂顾婢女的苦情，眷念不忘婢女，赐我一个儿子，我必使他终身归与耶和华，不用剃头刀剃他的头。」
（诗 90:16-17）	愿你的作为向你仆人显现； 愿你的荣耀向他们子孙显明。愿主－我们上帝的荣美归于我们身上。 愿你坚立我们手所做的工； 我们手所做的工，愿你坚立。
（太 15:22）	有一个迦南妇人，从那地方出来，喊着说：「主啊，大卫的子孙，可怜我！我女儿被鬼附得甚苦。」
（太 17:15）	说：「主啊，怜悯我的儿子！他害癫痫的病很苦，屡次跌在火里，屡次跌在水里。
（诗 72:4）	他必为民中的困苦人伸冤， 拯救穷乏之辈， 压碎那欺压人的。
（哀 2:19）	夜间，每逢交更的时候要起来呼喊， 在主面前倾心如水。 你的孩童在各市口上受饿发昏； 你要为他们的性命向主举手祷告。
（可 5:23）	再三地求他，说：「我的小女儿快要死了，〔求你〕去按手在她身上，使她痊愈，得以活了。」
（但 9:9）	主－我们的上帝是怜悯饶恕人的，我们却违背了他，
（诗 130:4）	但在你有赦免之恩， 要叫人敬畏你。
（诗 27:13）	我若不信在活人之地得见耶和华的恩惠， 〔就早已丧胆了〕。
（诗 31:7）	我要为你的慈爱高兴欢喜； 因为你见过我的困苦，知道我心中的艰难。
（诗 119:55）	耶和华啊，我夜间记念你的名， 遵守你的律法。
（诗 33:21）	我们的心必靠他欢喜， 因为我们向来倚靠他的圣名。
（诗 101:2）	我要用智慧行完全的道。 你几时到我这里来呢？ 我要存完全的心行在我家中。
（箴 14:26）	敬畏耶和华的，大有倚靠； 他的儿女也有避难所。
（诗 51:13）	我就把你的道指教有过犯的人， 罪人必归顺你。
（诗 89:17）	你是他们力量的荣耀； 因为你喜悦我们，我们的角必被高举。
（伯 23:14）	他向我所定的，就必做成； 这类的事他还有许多。
（诗 16:2）	〔我的心哪〕，你曾对耶和华说：你是我的主； 我的好处不在你以外。
（诗 39:7）	主啊，如今我等什么呢？ 我的指望在乎你！
（路 1:38）	马利亚说：「我是主的使女，情愿照你的话成就在我身上。」天使就离开她去了。
（诗 34:10）	少壮狮子还缺食忍饿， 但寻求耶和华的什么好处都不缺。
（拉 8:22）	我求王拨步兵马兵帮助我们抵挡路上的仇敌，本以为羞耻；因我曾对王说：「我们上帝施恩的手必帮助一切寻求他的；但他的能力和忿怒必攻击一切离弃他的。」
（代下 7:14）	这称为我名下的子民，若是自卑、祷告，寻求我的面，转离他们的恶行，我必从天上垂听，赦免他们的罪，医治他们的地。
（申 4:29）	但你们在那里必寻求耶和华－你的上帝。你尽心尽性寻求他的时候，就必寻见。
（箴 28:5）	坏人不明白公义； 惟有寻求耶和华的，无不明白。
（赛 45:19）	我没有在隐密黑暗之地说话； 我没有对雅各的后裔说： 你们寻求我是徒然的。 我－耶和华所讲的是公义， 所说的是正直。
（箴 2:3-5）	呼求明哲， 扬声求聪明，寻找它，如寻找银子， 搜求它，如搜求隐藏的珍宝，你就明白敬畏耶和华， 得以认识上帝。
（何 10:12）	你们要为自己栽种公义， 就能收割慈爱。 现今正是寻求耶和华的时候； 你们要开垦荒地，等他临到， 使公义如雨降在你们身上。
（路 6:21）	你们饥饿的人有福了！ 因为你们将要饱足。 你们哀哭的人有福了！ 因为你们将要喜笑。
（约 6:35）	耶稣说：「我就是生命的粮。到我这里来的，必定不饿；信我的，永远不渴。
（代下 15:4）	但他们在急难的时候归向耶和华－以色列的上帝，寻求他，他就被他们寻见。
（何 6:1-3）	来吧，我们归向耶和华！ 他撕裂我们，也必医治； 他打伤我们，也必缠裹。过两天他必使我们苏醒， 第三天他必使我们兴起， 我们就在他面前得以存活。我们务要认识耶和华， 竭力追求认识他。 他出现确如晨〔光〕； 他必临到我们像甘雨， 像滋润田地的春雨。
（赛 55:6-7）	当趁耶和华可寻找的时候寻找他， 相近的时候求告他。恶人当离弃自己的道路； 不义的人当除掉自己的意念。 归向耶和华，耶和华就必怜恤他； 当归向我们的上帝，因为上帝必广行赦免。
（诗 24:3-6）	谁能登耶和华的山？ 谁能站在他的圣所？就是手洁心清，不向虚妄， 起誓不怀诡诈的人。他必蒙耶和华赐福， 又蒙救他的上帝使他成义。这是寻求耶和华的族类， 是寻求你面的雅各。（细拉）
（诗 69:32）	谦卑的人看见了就喜乐； 寻求上帝的人，愿你们的心苏醒。
（诗 34:4）	我曾寻求耶和华，他就应允我， 救我脱离了一切的恐惧。
（诗 22:26）	谦卑的人必吃得饱足； 寻求耶和华的人必赞美他。 愿你们的心永远活着！
（诗 40:16）	愿一切寻求你的，因你高兴欢喜！ 愿那些喜爱你救恩的，常说：当尊耶和华为大！
（诗 70:4）	愿一切寻求你的，因你高兴欢喜； 愿那些喜爱你救恩的，常说：当尊上帝为大！
（诗 105:3）	要以他的圣名夸耀！ 寻求耶和华的人，心中应当欢喜！
（摩 5:4）	耶和华向以色列家如此说： 你们要寻求我，就必存活。
（太 7:7）	「你们祈求，就给你们；寻找，就寻见；叩门，就给你们开门。
（太 6:33）	你们要先求他的国和他的义，这些东西都要加给你们了。
（来 11:6）	人非有信，就不能得上帝的喜悦；因为到上帝面前来的人必须信有上帝，且信他赏赐那寻求他的人。
（诗 63:1-2）	上帝啊，你是我的上帝， 我要切切地寻求你， 在干旱疲乏无水之地，我渴想你； 我的心切慕你。我在圣所中曾如此瞻仰你， 为要见你的能力和你的荣耀。
（诗 27:8）	〔你说〕：你们当寻求我的面。 那时我心向你说：耶和华啊， 你的面我正要寻求。
（诗 119:58）	我一心求过你的恩； 愿你照你的话怜悯我！
（诗 42:1）	上帝啊，我的心切慕你， 如鹿切慕溪水。
（诗 119:82）	我因盼望你的应许眼睛失明，说： 你何时安慰我？
（诗 73:25）	除你以外，在天上我有谁呢？ 除你以外，在地上我也没有所爱慕的。
（诗 143:6）	我向你举手； 我的心〔渴想〕你， 如干旱之地〔盼雨〕一样。（细拉）
（诗 143:7-8）	耶和华啊，求你速速应允我！ 我心神耗尽！ 不要向我掩面， 免得我像那些下坑的人一样。求你使我清晨得听你慈爱〔之言〕， 因我倚靠你； 求你使我知道当行的路， 因我的心仰望你。
（赛 26:8-9）	耶和华啊，我们在你行审判的路上等候你； 我们心里所羨慕的是你的名， 就是你那可记念的〔名〕。夜间，我心中羨慕你； 我里面的灵切切寻求你。 因为你在世上行审判的时候， 地上的居民就学习公义。
（诗 119:131）	我张口而气喘， 因我切慕你的命令。
（诗 84:1-2）	万军之耶和华啊， 你的居所何等可爱！我羨慕渴想耶和华的院宇； 我的心肠，我的肉体向永生上帝呼吁〔注：或译：欢呼〕。
（诗 27:4）	有一件事，我曾求耶和华，我仍要寻求： 就是一生一世住在耶和华的殿中， 瞻仰他的荣美，在他的殿里求问。
（诗 119:10）	我一心寻求了你； 求你不要叫我偏离你的命令。
（诗 25:12-14）	谁敬畏耶和华， 耶和华必指示他当选择的道路。他必安然居住； 他的后裔必承受地土。耶和华与敬畏他的人亲密； 他必将自己的约指示他们。
（诗 31:19-20）	敬畏你、投靠你的人，你为他们所积存的， 在世人面前所施行的恩惠是何等大呢！你必把他们藏在你面前的隐密处， 免得遇见人的计谋； 你必暗暗地保守他们在亭子里， 免受口舌的争闹。
（诗 33:18）	耶和华的眼目看顾敬畏他的人 和仰望他慈爱的人，
（诗 34:7）	耶和华的使者在敬畏他的人四围安营， 搭救他们。
（诗 60:4）	你把旌旗赐给敬畏你的人， 可以为真理扬起来。（细拉）
（诗 103:13）	父亲怎样怜恤他的儿女， 耶和华也怎样怜恤敬畏他的人！
（诗 103:17）	但耶和华的慈爱归于敬畏他的人， 从亘古到永远； 他的公义也归于子子孙孙－
（诗 112:1-2）	你们要赞美耶和华！ 敬畏耶和华，甚喜爱他命令的， 这人便为有福！他的后裔在世必强盛； 正直人的后代必要蒙福。
（诗 112:1）	你们要赞美耶和华！ 敬畏耶和华，甚喜爱他命令的， 这人便为有福！
（诗 112:7-8）	他必不怕凶恶的信息； 他心坚定，倚靠耶和华。他心确定，总不惧怕， 直到他看见敌人〔遭报〕。
（诗 115:13）	凡敬畏耶和华的，无论大小， 主必赐福给他。
（诗 128:1-4）	凡敬畏耶和华、 遵行他道的人便为有福！你要吃劳碌得来的； 你要享福，事情顺利。你妻子在你的内室，好像多结果子的葡萄树； 你儿女围绕你的桌子，好像橄榄栽子。看哪，敬畏耶和华的人必要这样蒙福！
（诗 147:11）	耶和华喜爱敬畏他 和盼望他慈爱的人。
（箴 14:26-27）	敬畏耶和华的，大有倚靠； 他的儿女也有避难所。敬畏耶和华就是生命的泉源， 可以使人离开死亡的网罗。
（箴 19:23）	敬畏耶和华的，〔得着〕生命； 他必恒久知足，不遭祸患。
（赛 33:6）	你一生一世必得安稳－ 有丰盛的救恩， 并智慧和知识； 你以敬畏耶和华为至宝。
（玛 4:2）	但向你们敬畏我名的人必有公义的日头出现，其光线〔注：原文是翅膀〕有医治之能。你们必出来跳跃如圈里的肥犊。
（耶 32:38-40）	他们要作我的子民，我要作他们的上帝。我要使他们彼此同心同道，好叫他们永远敬畏我，使他们和他们后世的子孙得福乐，又要与他们立永远的约，必随着他们施恩，并不离开他们，且使他们有敬畏我的心，不离开我。
（尼 1:11）	主啊，求你侧耳听你仆人的祈祷，和喜爱敬畏你名众仆人的祈祷，使你仆人现今亨通，在王面前蒙恩。」 我是作王酒政的。
（诗 86:11）	耶和华啊，求你将你的道指教我； 我要照你的真理行； 求你使我专心敬畏你的名！
（诗 119:74）	敬畏你的人见我就要欢喜， 因我仰望你的话。
（诗 5:7）	至于我，我必凭你丰盛的慈爱进入你的居所； 我必存敬畏你的心向你的圣殿下拜。
（诗 119:63）	凡敬畏你、守你训词的人， 我都与他作伴。
